PERSON_ID,MAJOR_PERSON,SPECILTY
3321,财务管理,具有会计从业资格证书；熟练使用word、excel、powerpoint等办公软件； 具备丰富财务管理理论知识； 具有工厂会计实务工作的实践经验； 具有汽车驾照C。 
3322,电气工程及其自动化,    有3年网络，安防安装调试经验，熟悉网络，cctv，门禁，考勤布线安装调试，服务器机房环境监控日常维护，梅兰日兰精密空调日常维护！有****个节点网络电话工程施工经验!酒店客房、别墅样智能控制系统安装调试；产品测试，协助制定系统方案，工程、产品售前售后支持   能使用Autocad软件，熟练使用常见的办公软件word、excel、powerpoint等。有电工初级上岗证！
3323,民商法学,"计算机的故障排除与计算机的操作,民商法学知识！"
3324,物流管理,※****.9-****.4年，在FOXCONN-SBG-NWE从事现场生产组长管理工作，主要负责早****公司政令宣导/生产安排/人员调配/异常处理/员工教育训练等。※****.4-****.9年，在FOXCONN-SBG-NEW生产周边，主要负责生产部门人力需求整合/新进员工培训/各种生产表单制作及人事行政工作/现场稽查异常解决。※****.9-至今 ，从事业务部经理助理，主要负责客户来访招待/各类会议的准备/办公区域人员管理/各类文件整理归档/样本物料管控追踪。
3325,计算机应用技术,本人能够熟练根据订单要求设计产品包装，设计彩盒款式/说明书排版/丝印菲林制作/贴纸/货柜计算/包装材质等。能够熟练运用CorelDARW/Photoshop/Illusrtor/AutoCAD等软件进行产品图片处理/包装设计/宣传页/喷绘，产品摄影/效果图处理等制作。熟识3DSMAX及Microsoft office办公软件，对本行业工作流程有一定经验，对各种电子产品：收录机，CD/VCD/DVD机，迷你音响，电子钟控机等的包装，印刷较熟悉。
3326,物流管理,                                                            ****/1 获得全国国际物流师资格证书 ****/6 取得全国职业经理人从业证书     熟练计算机操作，特别是办公室软件，对信息数据有较强的分析、汇总能力，熟练办公软件Word、Excel、Powerpoint；Louts等Email及ERP系统 ，对QS****和TS****及ISO****系统有一定的了解，对现场管理手法如7S，QCC等有一定的认识 ；能承受较强的工作压力，有较强的事业心和责任心；具有较强的组织和协调能力，能为上司提供有力的支持
3327,日语,日语的听说读写，与人的交流能力，诚实守信，守时，积极的学习态度。
3328,国际经济与贸易,国际贸易专业      了解当代国际经济贸易的发展现状，熟悉通行的国际贸易规则和惯例，以及中国对外贸易的政策法规，了解主要国家与地区的社会经济情况，能在涉外经济贸易部门、外资企业及政府机构从事实际业务、管理、调研和宣传策划工作的高级专门人才。                       个人阅历？****年就读于江西省南昌市蓝天学院，经管系国际贸易专业。？参加旭日文学社，并指导新概念文学创作？****年取得驾驶证c照？****年获得江西省省政府的邀请，为其安全意识的宣传做出了很好的表率？为上海大众旗下的斯柯达轿车做品牌推广宣传，****公司的雪弗兰系列轿车做上市的品牌推广？****年考取高级商务跟单员？江西省交通银行实习一年自我评价？双鱼座的我，对生活充满希望对未来有着无限的向往和憧憬，另一方面怀揣梦想也务实肯干，相信付出总有回报。？性格明朗，积极向上？希望在以后的就职中，工作中与同事成为合拍****公司创造可观的利益，在不断学习中完善自己，让自己发光发热
3329,汽车工程,  石油化工工程无损检测 (射线.磁粉.超声.着色)      特种锅炉压力容器无损检测(射线.磁粉.超声.着色)     汽车配件物流
3330,模具设计,进行过两个月的钳工和数控技能的培训，并且能够独立的进行一般机械零件的编程编制。在学校帮助老师设****公司接来的塑料仪表盖制件的注塑模具设计。对机械设计程序和有关参数的确定有一定的经验，能够应用CAD、UG、PRO-E、CAM进行绘图和C程序的生成   模具设计   CAD、UG、PRO-E、CAM软件操作   工艺编制机械加工    钳工   数控技术 
3331,计算机应用技术,1、精通WORD/EXCEL/POWER POINT等OFFICE办工软件，能熟练对其进行便函文件总结、报告的编辑、数据分析、制表等；2、熟悉电脑硬件的维护及保养；3、熟悉电子产品特性。
3332,会计电算化,****.5通过了“助理会计师证”的考核 ****.9通过了“会计从业资格证”的考核 熟练办公软件，熟练用友财务软件的操作！
3333,物理电子学,专业是跑业务
3334,平面设计,"熟练photoshop/corel DRAW,熟悉FLSH/Illustrator/CAD/3D.计算机维护,维修等..."
3335,会计学,"  1. 扎实的会计基础知识,熟悉国家相关经济法律,特别是税务方面.  2. 点钞,认钞的银行系统基本流程.  "
3336,财务管理,"热爱财务工作,熟练操作易飞7.0、K3成长版各功能模块，熟练操作工业企业、商业企业一般纳税人全盘帐务处理；熟练操作国税、地税各类报税系统。"
3337,【计算机科学与技术】,对计算机有较好理论基础，各科成绩优秀，曾用 C++做过企业人事管理系统等小型系统，掌握数据结构、操作体统、数据库、信息管理系统等；具有模拟电子和数字电路基础；熟悉网络层次模型和内部管理操作；对网络有较深了解，掌握所学的计算机网络和网络安全等；熟悉各种计算机办公软件如：WORD、EXCEL等。懂网站设计与flash.会使用Microsoft OUTLOOK，MISC系统。
3338,【计算机科学与技术】,Visual Basic.NET 多媒体技术 网页设计 Java程序设计 CorelDRAW Photoshope Iiiustrator Offic应用软件 C语言 操作系统 Visual 计算机组装与维护 Flash Visual Foxpro SQL Server数据库应用技术 计算机网络技术 计算机安全技术
3339,电子信息科学与技术,熟悉计算机C语言。能够熟练运用PRO/E、AUTO CAD等软件。系统学习过模拟电路、数字电路、通信原理、信号与系统等课程，有一定的基础。有三年电脑使用经验，能够熟练使用Word、Excel等Office办公软件，能对系统进行安装与维护。动手能力强，善于排除各种常用电器故障。热爱并善于修理和电脑软件制图。有较强的组织能力，在校期间组织过许多活动，曾参与校内组织的电子竞技策划工作，并获得了成功。  
3340,计算机网络与多媒体,网页设计 平面设计 SEO优化 网络营销 计算机网络
3341,会计学,  ****年9月通过会计从业资格证考试
3342,酒店管理,本人性格开朗，善于交际，组织协调能力强；熟练行政管理和内勤管理工作，有多年的行政管理及内勤管理助理工作经验，对该工作有深刻的认识和热爱；另外，熟悉自己的管理专业知识，善于将理论与实践相结合；英语方面，具备一定的听说读写能力；计算机方面，能够熟练进行操作，并熟悉各种办公软件和管理系统。
3343,计算机网络与多媒体,"熟练掌握flash、dreamweaver、photoshop等软件的应用，具备一定的平面处理、flash平面动画设计、网页设计能力，有相关工作经验。     掌握网络连接、局域网的组建与维护、网络设备（路由器、交换机等）配制，有一定的网络管理和设计及配制的能力，对网络安全方面比较熟悉并获得有IECE网络安全技术工程师证书。掌握LINUX系统的基本应用，并对SQL 数据库有一定的了解。具有较宽广的专业知识面，较强的工作适应能力。    对计算机软硬件相当精通,可以独立完成机子的装拆和维修,及系统的安装;能解决一般的软硬件问题。"
3344,【机械工程】,1、熟练运用CAD二维绘图软件，2、熟练运用UG三维绘图软件，3、熟练运用Word、WPS及Excel办公软件，4、熟悉技术资料管理工作，5、熟悉ISO人证程序，6、能独自承担设计项目。
3345,电子信息科学与技术,提升自我所需具备的重要条件.只有自己做好充实准备来迎接自己发挥自我的天堂了.
3346,计算机应用技术,"能熟练运用:word,Excel,photoshop,AE,CAD等软件,熟悉ISO****，ISO****等体系"
3347,电子信息工程学,"   电子专业，有丰富的工程背景   雷厉风行、大智若愚、独裁为公   有丰富的现代化工厂管理经验,   对现代人力资源，品质系统，精益生产有较深研究"
3348,电子信息工程学,    熟悉模电数电知识，C语言和单片机编程。能利用PROTEL**** SE进行PCB设计SI分析及仿真。对EMI、EMC处理有一定经验。对熟练操作OFFICE办公软件和AUTOCAD绘图软件。掌握电工基础。
3349,会计学,财务管理\营销管理
3350,模具设计,"熟练运用auto CAD，cloer daw等办公软件,产品测试记录.实验等。熟悉电子元件.熟悉ISO****，欧盟环保指令ROHS，PBFREE等国际质量体系认证运作****公司新产品研得到共同进步，创造高科技品牌。"
3351,电气工程及其自动化,"  能熟练使用Protel****、Multsim****、AutoCAD、Word、Excel  专业特长:能看懂电气控制图、电路图,了解模拟电子技术和数字电子技术的基本原理，善于动手，有一定的绘图能力。弱电和强电都有了解。熟练弱电工具使用（焊烙铁、万用表等），"
3352,电子信息工程学,"熟悉专业相关的知识，能熟练的操作PROTEL  **** SE，POWER LOGIC,WORD，EXCEL，POWERPOINT，AUTO CAD等软件"
3353,计算机网络与多媒体,"1. 熟练交换网络中的（Vlan、VTP、STP）各项技术、路由协议（RIP1/2、OSPF）和配置、网络链路冗余（HSRP）的管理与配置、网络访问的控制与配置（ACL、NAT/PAT）以及Voip的配置。2.能熟练运用windows Server ****域环境下的网络服务搭建，能熟练的运用DNS、DHCP、VPN、WEB、NAT、 FTP、 CA认证、组策略来管理维护服务器的安全。3.熟悉sql server ****的数据库的安装，维护，管理。4.熟悉ISA Server****防火墙的安装，配置和管理。5.熟练的运用microsoft Exchange ****在域环境下为企业搭建邮件服务。6.能熟练使用linux平台下的DHCP,DNS,FTP,WEB,Sendmail等网络服"
3354,金融学（含保险学）,熟悉成本
3355,计算机应用技术,拥有会计资格证书，熟悉国家财经制度和相关政策法规，能熟练使用财务软件、熟悉会计电算化。能熟练使用计算机操作系统WINXP和Word Excel等office软件。性格开朗、责任心强，有强烈的敬业精神。财务：  登记现金帐和银行存款日记的收支、结存及费用报销票据的审核，凭证的整理、编制和装订，会计档案的整理****公司证件的保管。  汇票、支票的收取、转帐，发票、收据的管理以及银行业务结算的流程和基本帐户的操作管理等。
3356,计算机网络与多媒体,擅长AUTO CAD、 Photoshop、 Dreamweaver、 Flash 以及Office办公软件，能够灵活运用；熟练掌握3DMAX、Author weare 、VB程序设计、视频、音频编辑等
3357,电子信息工程学,绘图
3358,【其他专业】,熟悉办公软件熟练各种设计软件如auto cad、photoshop，3d max
3359,设计艺术学,能熟练使用3D MAX.8.0/CAD****/Photoshop/CorelDRAW ****/VR(3D渲染插件).能独立完成整套家装设计及专卖店设计.并能够带领施工队很好的进行工程施工等工作.
3360,护理学,1.二手樓的交易2.業務，市場開拓3.護理
3361,物流管理,物流是指商品在生产、流通、服务过程中所发生的时间空间变化，通过物流活动，可以创造物质资料的时间价值和场所价值，最有效地完成资源配置。本人在校期间考取了助理物流师职业资格认证该证书是由中国物流与采购联合会和全国物流标准化技术委员会联合审核，特发此证 还有就是考取计算机一级，熟练应用计算机办公软件及五笔输入法。
3362,桥梁与隧道工程,****年国家注册监理工程师，****年交通部专业监理工程师，
3363,会计学,"2       懂广东话，会一般纳税人帐务处理，及出口免抵退税申报。2       持有深圳市会计证,增值税一机多票开票员证，会开具增值税发票。2英语读写能力强，会简单的英文听说。2能独立完成全盘账务，有外资厂相关工作经验。2精通用友U8和金蝶K3财务软件。 2会总帐处理，出纳管理，工资管理，固定资产管理，进销存处理，成本核算，应收应付往来业务处理，期未处理和编制财务报表。2会员工工资管理和个人所得税电子申报，能填写所得税纳税项目调整表。2熟练各种办公软件Access,  Word，Excel，Powerpoint等，会用Excel进行财务分析和编制报表，会用word文档打印excel数据，熟练五笔打字。2会增值税一般纳税人办税操作程序和生产企业出口“免、抵、退”税工作。2懂数据库技术，会Visual foxpro,visual basic编程，有开发工资管理系统，商品销售系统，生产-销售-客户-订单管理系统，宾馆客房管理系统，航空售票管理系统，校园自助银行模拟系统等成功案例。"
3364,电子信息科学与技术,"能熟练应用Word,Excel等常用办公软件，熟练单片机、C语言和汇编语言，专业知识熟练。能熟练使用Protel、MATLAB软件，懂C++、EDA，有很好的电路基础。主修课程：电路、模拟电子技术、数字电子技术、自动控制原理、通讯原理、微机原理与接口技术、VHDL语言、单片机、Protel、计算机基础、C语言、C++、汇编语言、计算机网络技术、数字信号处理、信号与系统、高频、MATLAB软件应用、高等数学、电子仪器测量"
3365,软件工程,擅长网站开发
3366,通信工程,具有MCSE证书，能熟练掌握DHCP/DNS/AD/Exchange等技术的原理与应用；参加过CA技能培训，能熟练配置路由器和交换机。能够熟练使用Photoshop
3367,电子商务,"能熟练应用OFFICE办公自动化软件 能使用photoshop,dreamwaver,flash等软件 有自己的网站作品和flash作品"
3368,国际经济与贸易,熟悉各种国际贸易术语，熟悉采购，跟单，运输，保险，报检，报关等国际贸易实务的各个环节
3369,会计学,  ﹡拥有会计资格证书，熟悉国家财经制度和相关政策法规，能熟练使用财务软件。   ﹡头脑灵活，善于分析，具有现代财务管理理念。   ﹡能熟练使用Word、Excel等office软件，打字速度****字/分钟以上。   ﹡性格开朗、责任心强，有强烈的敬业精神。
3370,工业工程,三维数字建模师(solidworks)数控技能证（中级铣）实践经历****.****-****.**** 泵体零件图及装配图课程设计****.****-****.**** 红星机械厂钳工与金工实习****.****-****.**** 西****公司实习****.****-****.**** 校数控实训中心机床操作实践****.****-****.**** 在成*****公司实习 担任IE工程师助理 主要负责现场改善、工时及产能维护、作业指导书的制作及排拉等工作。****.****-****.*********公司  担任研发工程师助理  主要负责现天线的装配/调试/测试。自主完成一款天线的所有流程制作生产工艺流程图等   
3371,计算机应用技术,计算机管理，平面设计，网页设计以及影视制作，网络管理等
3372,软件工程,熟悉互联网、各种流行软件，精通办公软件，熟练Dreamweaver 、Java、Jsp、JavaBean、Struts、J2me、 XML、UML、SQL SERVER ****、Hibernate、Oracle等编程语言技术，擅长使用 Jsp、JavaBean、Struts 等技术进行WEB网站开发。
3373,英语,翻译。
3374,【地理学】,"掌握Dreamweaver网站制作,掌握photoshop图片处理,flash制作.熟悉MapInfo,ArcGis等软件的使用.熟练掌握SQL语句,VC++,VB.勤于在专业上钻研,为了一点学术专业上的问题,敢于废寝忘食,直至成功.能将各种特长技能灵活运用于工作之中，提高工作效率，并出色的完成各项任务。"
3375,电子信息工程学,具有较强的业务工作能力、组织与协调能力、沟通能力、计划与执行能力、团队协作精神
3376,计算机科学与技术,主修课程：计算机公共基础 JAVA、VB、VF程序设计 SQLServer**** 数据库C语言 C++ 汇编语言程序设计 计算机网络技术 计算机操作系统3DSMAX  AutoCAD  Photoshop 网页设计 ASP网络开发技术 高等数学 线性代数 微积分 概率论 计算机英语等
3377,【法学】,熟悉各项法律法规和法律文书的写作，对社会现象能够从法律角度分析。在法院见习过，熟悉法庭审理的程序；在律师事务所实习过，有较强的实践能力。
3378,市场营销,责任心强，有自信心和上进心，环境适应能力强。具有一定的谈判能力和抗压能力；电脑熟练。
3379,电子信息工程学,所学的计算机专业：《(V*术》及数模电知识等
3380,会计学,会计电算化证，会计从业资格证，会计初级职称证，会计中级职称已过两门
3381,【经济学】,"主要负责银行与现金账务处理，银行工资发放，费用单据的审核和报销并编制会计凭证。月底与各供应厂商对账，进行应付账款账务处理，协助各厂商发票开具等相关事务。熟悉Word,Excel及金蝶财务软件，6年财务工作经验。有会计证。"
3382,统计学,表达能力强，沟通能力强，做事果断有效
3383,电子信息工程学,计算机方面熟悉办公软件OFFICE、精通绘图软件精通绘图软件：protel**** 、powerpcb 、powerlogic 、autocad、对单面、双面以及多层板绘图有3年以上经验、对单片机、C语言有一定了解。 
3384,经贸英语,计算机能力良好，熟练运用办公软件，擅长运用网络开发客源。
3385,【林学】,有以下专业证书：办公信息化应用专家（CEAC）；                计算机辅助设计绘图员(建筑)(高级)；                中级绿化工。
3386,计算机应用技术,　熟悉应用计算机及其系统的维护 熟练操作各种软件  
3387,金融学（含保险学）,****年5月，取得会计师职称（中级）****年5月，取得助理会计师职称
3388,电子商务,软件开发，商业操作
3389,电子信息工程学,低频高频电路，信经处理，
3390,会计电算化,"会计电算化,熟悉用友\金蝶\速达等财务软件.熟练ERP及Excel、Word、PPT 、Photoshop、CorelDraw、会声会影等软件使用"
3391,电学,单片机编程：C语言、汇编编程及仿真软件：wave****、keilC****、proteus7.1、multisim****PCB软件：protel ****se、altium summer design ****有一定的编程能力；扎实的数模电基础；熟练绘制PCB；熟练运用仿真软件对电路仿真；较强专业英语阅读能力；有多个项目的软硬件调试经验；熟练使用办公软件编制新产品说明书及相关文件，包括：工艺图纸、配线图、BOM表和控制图等。………………..
3392,旅游管理,"熟练操作Word,Excel.进行数据库文字、表格的处理工作。 熟悉企业ERP系统. 熟悉ISO与6S运作. 具有良好的沟通协调能力 . 能熟练操作常用办公软件，熟悉跟单及彩购流程，精通塑料,五金玩具行业报价系统。"
3393,物流管理,熟悉采购与供应，运输，仓储，国际货运代理的相关知识；熟练国际贸易商务单证的操作；熟悉会计从业资格证的基本操作；掌握计算机二级Acess的相关知识并熟练相关的基本操作。
3394,电学,我学的专业有机械设计制造、数控技术、测试技术、电工基础、电机传动控制、自动控制、液压与气动可编程程序控制器PLC、单片微机原理及应用、CAD/CAM、材料与金属工艺、电子技术、计算机基础、工厂变配电技术等，特长是维修电工，已持有电工上岗证、高级电工证、计算机四级证等。
3395,会计学,熟悉会计基础、财务管理方面的专业知识。能熟练使用会计软件，具有较强的会计核算，财务决策和计划能力，能独立编制财务会计报表，处理财务收支审计；熟悉市场营销，电子商务等有关方面的知识；对office办公系统 、Foxpro数据库能熟练操作。  
3396,机电一体化,1.熟练操作AUTOCAD、PRO/E等绘图软件和CORELDRAW、PHOTOSHOP图形处理软****公司行政人事工作方面能独挡一面；3.有一定的文字功底；4.知识面宽，知识结构较全面，具有丰富的行业经验及管理经验；5.具有较高的综合素质，能够****公司内部有关的各种知识； 6.熟练使用办公软件和各种绘图软件.
3397,应用心理学,"1.能利用QC七大手法对品质异常做分析处理，会使用MINTAB、MINDATA、MINSPC等统计软件。2.能够利用SPC对制程以及来料做统计分析处理；熟练使用FMEA、CPK、MSA等进行分析。3..对ISO****、ISO****体系了解,能对一定规模的供应商进行内审，了解6ó品质工具。4..能熟练运用8D方法进行客诉处理，.熟悉各种五金，电子以及塑胶产品的检查要求，能制作各种检验文件。"
3398,【工商管理】,1、熟悉office应用、办公自动化软件的操作，如Word、Excel、Notes、Acces、CAC、ERP等；2、擅长报表统计、图表的绘制；3、生产计划排期、生产进度跟催、海关报表统计4、管理并协调市场部员工的销售及人事工作；制定和执行产品进入并占领市 场的战略计划；客户及相关部门之间沟通5、熟悉5S、ISO****（****）运作。６、对金融投资（特别是黄金与外汇方面）有自己独特、专业的分析
3399,电子信息科学与技术,"、具备扎实的电子技术及相关专业知识和丰富的社会实践经验；2、设计过MCS_****系列单片机外围的应用电路,能熟练应用****HCXX\****LSXX的门电路,对应其真值表设计简单的制动化执行电路；3熟练应用protelPCB****.单面板和多层板4,PCB,开关电源，数电，模电，单片机。、5、在电脑方面、能熟练应用Word、Excel等电脑软件，精通计算机的组装与维修，擅长利用Internet进行互联网的信息查询及交流。6、本人思维敏捷，善于学习和掌握新知识，具有较强的沟通、协调能力；"
3400,电子信息科学与技术,十多年音箱行业的工作经验，熟知音箱生产的技术、流程和品质，对工厂的生产管理、现场管理有独到的见解。
3401,计算机科学与技术,熟练掌握C、VC++、汇编语言了解Windows、Windows CE、ARM下的程序设计 开发流程了解串口通信、了解数字电路、模拟电路****.1设计基于C语言的学生学籍管理系统  基于C语言的通过键盘实现对学籍管理系统的相关操作。****.1设计并制作基于****单片机的含4*4键盘的简易电子琴   通过自己动手制作电路板，编写程序实现按键发出相应音符声音等功能。****.7 设计基于VC++串口通信的小区信息发布系统   在VC++环境下编写程序实现可选择门口机通过串口发送文字点阵信息的小区信息发布系统。****.7设计基于VC++的简易类C编译器  实现对符合规定文法的源程序文件进行词法分析并基于LSR分析法进行语法分行。****.8  参加Philips的《(A*证》培训并取得证书
3402,平面设计,电脑照排（****年****月-****年7月广东新闻出版高级技工学校{中专}）丝印技术（****年.7月-****年****佛山溢达商标厂丝印部）印刷常识（****年****月-****年3月怀化市黔彩印刷厂）
3403,国际贸易学,全国高等院校英语等级B级、全国计算机等级高级、广东省计算机等级B级
3404,语言学及应用语言学,"   有小车驾驶证。能用英语进行基本沟通，使用计算机办公软件熟练，如Excel,word,等。"
3405,【计算机科学与技术】,"精通 平面设计(photoshop,coreldraw).flash.dreamweaver,Access数据库。 熟练撑握asp.NET网页设计.网页美工设计.C语言.C++.java编程,oracle数据库.SQL数据库,CAD室内设计。 熟练撑握计算机组装和维护.计算计安全技术.信息管理.ERP管理知识。"
3406,电子信息科学与技术,"熟悉ISO质量管理系列.8S的执行,每日生产的计划和安排,物料追踪和评估.生产异常的分析处理,生产作业的有效优化.员工的各项培训与绩效考核.新产品的导入,各部门的沟通协调.生产计划和执行.熟悉SMT-----DIP后焊-----半成品的测试------组装------成品测试-----包装等环节."
3407,计算机应用技术,1：精通网页三剑客、photoshop，酒店宾馆管理系统，管家婆财务软件，打字速度在每分钟****个以上。2：掌握基础ASP语言，精通C语言、数据库、Foxpro，VB语言等；能够利用VB开发小型游戏软件。3：能熟练应用Office****、WPS****自动化办公软件。能维护电脑软硬件，熟悉windows xp。
3408,机械制造工艺与设备,     能够独立操作车床，懂数控车程序，能够操作华中面板数控铣，熟练运用CAXA.
3409,会计学,一般
3410,市场营销,营销管理。
3411,机械制造及其自动化,　　****年第三届全国“ITAT正保教育杯”就业技能大赛AutoCAD机械设计组三等奖    ****年度学院优秀技术能手    ****年第三届南宁市数控技能大赛加工中心学生组第一名    ****年第三届广西省数控技能大赛加工中心学生组第三名        ****年第二届全国职业院校技能大赛“产品设计”组二等奖
3412,财政学（含税收学）,"1.能够熟练操作电脑,熟练运用各类办公软件；2.有一定的公文写作基础，能结合企业实际情况制定各种管理制度、作业规范、流程的等；3.具备一定的财务基础知识，能迅速适应科学的财务制度；4.熟悉工商证件、执照的办理流程与其它政府职能部门的办事流程；5.具备一定的组织协调能力，善于沟通；"
3413,材料成型及控制工程,熟练掌握了Auto CAD、UG的基础知识，并参加过多次实习，包括铸造、锻压、冲压及各类机床的操作，动手能力较强。
3414,设计艺术学,1．能熟练使用Photoshop、AutoCAD、CorelDRAW  AI、金昌ex**** 等绘图软件;Word、Excel等办公软件。2．设计思维强，有创新意识，有较好的手绘功底。
3415,信息与计算科学,c#，vb.net，photoshop，flash，erp软件设计。
3416,电子信息工程学,"熟悉业务跟单和办公软件操作，如word, excel,out look express. 对Photoshop,等绘图软件有一定的了解"
3417,英语,"有较强的英语听说读写能力,特别是对说和读有浓厚的兴趣,我深信在竞争这么的激烈的社会体制下.一定可以实现自己的梦想,因为有竞争才会有动力.在充满激情和热情的血液里.我相信只有成功没有失败."
3418,模具设计,"熟悉Windows****/Me/****、xp操作系统，具有较强的系统管理与维护经验；制作网页，因此能熟练地使用FrontPage、Flash、Photoshop、等网页制作及图形处理软件和CAD设计辅助软件。硬件：有一年的硬件维修经验，可独立组装计算机，熟悉计算机硬件知识及硬件产品、较关注硬件的市场行情及发展动态。在校期间修完模具制造工艺学,机械制图,机械制造基础,等专业知识.熟悉CAD制图，熟悉模具设计与制造。车床、铣床、钳工、数铣、熟练。"
3419,计算机科学与技术,"计算机方面，可以熟练地操作Office软件，全面系统性掌握了C语言，数据结构，并对面向对象的DELPHI和VC 等Windows编程有一定基础。对于VB，VF编程，ASP.net动态网页及SQL Server等网络数据库编程语言有一定功底。熟练计算机的工作原理及计算机网络原理技术等。外贸方****公司的订舱程序,熟知报关行的报关程序,了解相关单证情况。能很好的与其进行沟通协调。"
3420,【电子科学与技术】,本人熟悉电子元器件，懂电子技术；熟悉手机原理及维修；家用电器及维修．
3421,电子信息科学与技术,"石材护理与管理。装配焊接，家电维修，熟悉各种电子产品，有一般的电脑的管理，熟悉办公WORD,EXCEL软件与PROTEL****绘制，操作Photoshop、CorelDRAW等设计软件设计等。"
3422,机电一体化,"熟练应用OFFICE、ACAD、SOLID-WORKS软件,并了解UGNX 3.0 。"
3423,【法学】,主修课程:民法、刑法、行政法、经济法、法理学、国际法、民事诉讼与仲裁法律实务、刑事诉讼法律实务、行政诉讼法、公正与律师制度、法律英语、亚伟中文速录、现代秘书学、沟通与谈判、证券模拟交易与投资、档案与信息管理、管理学、会计学、审计实务、经济数学、大学英语等。计算机应用（ Word\Excel\PowerPoint）
3424,建筑环境与设备工程,对建筑方面预决算有一定的功底，能胜任安装方面的预算工程师。
3425,建筑技术科学,   建筑施工技术，工程力学，房屋建筑学，结构力学，工程预算，几年的大学课程让我系统的了解了建筑行业的一些基本知识，力学和预算方面也都着力了解和学习，对我的实践工作起到了很大的作用   熟悉工程图纸、技术、施工、安全；熟悉CAD，有大型高层、质量创优、文明标化施工管理经验和高层建筑及人防地下室的施工经验.
3426,生物工程,获得荣誉以及奖励****年****月参加安徽电视台娱乐节目：我爱安徽PK台，黄金时间上镜并获胜奖****年5月获得学校优秀学生助学金****元校内活动****年6月由于工作认真、性格开朗被大学生心理研究协会聘为外联部部长。外出拉赞助成功，顺利举办协会的元旦晚会主持并出演节目。****年7月到****年5月在安徽师范大学做中国移动卡校园代理，在此期间锻炼人际交往，扩大了人脉关系，熟练与人建立良好关系的方式，培养了口才和熟悉了一些销售手段以及团队合作精神****年****月出任班级团小组组长并组织团小组活动。带领小组成员在校园内粘贴各类关于爱护环境，讲礼貌，节约用水等标语的活动实习经历****年****月到****年****月，在六安市亿*****公司，担任总经理助理一职，负责完成总经理指定的任务和目标，总体管理办公室各项工作，曾为六安市人大常委会****多位人大代表委员介绍企业，负责文件材料，安排、监督下属工作等。****年****月到****月在安徽会池州市贵池二中教学实习，获得优秀实习成绩。****年7月到****年5月在安徽师范大学做中国移动卡校园代理，培养了口才和熟悉了一些销售手段以及团队合作精神从****年****月到****年暑假，曾多次带家教，并在****年暑假在六安开办中小学补习班，开设数学、英语等课程，从****年7月至今，在自家开的餐饮店做服务管理工作，熟悉餐饮业、服务业的一些知识。
3427,教育学,"1.能做好物资出库和入库工作，并使物资储存、供应、各环节平衡衔接。  2.做好物资的保管工作，如实登记仓库实物账,经常清查、盘点库存物资，做到账、卡、物相符。  3.做好仓库安全保卫工作，确保仓库和物资的安全。"
3428,国际经济与贸易,1.专业课程：通过所有国际经济贸易课程，成绩优良，熟悉金融贸易、市场营销、财务管理、采购管理、销售业务、贸易流程、跟单、报关、会计等专业知识等；毕业设计为：对中小企业融资难的思考与分析。2.计算机水平：能够熟悉操作各种办公软件;具有一定维修、安装电脑的能力。
3429,英语,有亲和力，喜欢和学生沟通；一视同仁地对待每一个学生，鼓励他们多动脑，及时消化，不懂多问等较好的学习习惯。
3430,电子信息科学与技术,"熟悉数字逻辑电路和模拟电路及信号与系统基础知识,有扎实的专业理论基础,熟练使用万用表、示波器等仪器,熟练运用ORCAD、PROTEL等原理图开发工具以及POWER PCB等软件,熟悉EMC及整改知识,实践动手能力强，能熟练地阅读和理解英文文档 "
3431,会计学,我是会计方向毕业的学生，学习了相关的专业知识，包括：中高级会计实****公司法、企业会计准则、会计报表分析及编制、成本会计、财务管理、管理会计、财务审计实务、国际会计、专业英语等。曾经在会计事务所实习并得到老师的肯定，熟悉会计相关工作，熟悉会计工作中的各类操作软件，了解国家财经制度和相关政策法规，本人已经取得会计从业证资格证书，****公司做过兼职，积累了一些相关的工作经验，希望在将来的工作中能够学以致用，融会贯通，不断提升自我。
3432,平面设计,"能熟练使用Microsoft Office办公软件,photoshopCS2、3dsmax8、CorelDRAW ****."
3433,会计学,在将近四年的工作中，我积累了丰富的内外资账务处理、税务申报、免抵退申报、会计报表编制、审计工作底稿、企业资金筹划、资金预算编制、企业财务管理及企业运作等方面的工作经验，我想以我的所学会为贵司的企业运作及财务管理提供帮助。
3434,计算机应用技术,通过国家计算机二级认证。获国家信息产业部网络安全工程师认证。通过办公自动化NCAE认证。交际、组织、管理能充分并成功的运用于实际中、熟悉计算机网络、熟练掌握办公自动化，对各种硬件安装及各种软件的运用有着丰富的实践操作经验等。
3435,会计学,熟练掌握一般纳税人的帐务操作及免、抵、退税流程；熟悉掌握融资****公司的融资项目；交际能力较强；能熟练应对工商、税务、银行的一切事物；
3436,计算机网络与多媒体,计算机专业，文笔功底好，能组织文艺节目。
3437,英语,有良好的英语听说读写能力
3438,国际经济与贸易, 拥有深厚的经济学和统计学基础，熟悉国际贸易的流程，能够用SPSS进行数据分析和经济分析，数据分析能力强。
3439,办公自动化,熟悉办公软件                                       
