RECRUIT_ID,MAJOR_RECRUIT,DETAIL
301,【电子科学与技术】,一年以上采购跟单经验，电子行业、光电优先，爱岗****公司****公司安排。
302,计算机网络与多媒体,1、计算机网络技术等相关专业大专或以上学历，熟悉配置交换机，路由器，懂得防火墙，病毒防护，网络攻防的维护；2、能熟悉运用安装监控程序，系统等维护；3、专业知识全面，有较丰富的管理经验，对工作认真负责，为人诚实，有责任心。 4、熟悉网络及电脑等办公设备的维护，有一定的企业宣传策划工作经验。
303,电子商务,岗位职责：1、负责业务开展方案编写、实施及相关项目对外合作谈判并负责对合作项目的进度跟进、管理； 2、主动挖掘市****公司的产品和服务寻找新的业务增长点； 3、与合作方建立并保持正常稳定的关系，保证业务良好开展。 岗位要求： 1、极强的书面和口头沟通能力； 2、熟练的提案能力； 3、良好、高效的执行能力； 4、精通基于WINDOWS/OFFICE系列的办公软件使用； 5、至少2年以上电子商务工作经验； 6、在不同行业有强大的人脉关系和交际网；
304,经济学,财务会计专业中专以上学历；工作经验不限；勤学习，肯吃苦；由注册会计师指导手工、电脑做账；
305,【电气工程】,电子信息工程专业，应届毕业生或有相关工作经验，愿意从基层做起，动手能力强，能吃苦耐劳，发展方向电子技术员，生产储干等。试用期：****-****元/月
306,市场营销,本公司长期招聘外贸业务员，工作地点广州。要求如下：英语专业6级以上，熟悉B2B平台，EBAY，等。
307,【计算机科学与技术】,熟练掌握笔记本硬件，可以熟练维修笔记本主板，显示屏，电池等硬件的维修，有同种工作经验二年以上，没有工作经验者勿试。
308,市场营销,工作认真负责，有开拓精神，职业道德强，团队精神强，能吃亏耐劳，身体好。
309,【电子科学与技术】,1. 有显示器、家电、车载电子等消费类维修经验1年以上；2. 能看懂电子线路图，能独立分析问题并跟踪解决；3. 为人诚恳，能服从领导安排。急聘！！！！！！
310,城市规划与设计,"大专以上学历,有灯饰照明工程技术设计工作经验者优先,熟练操作photoshop/AutoCAD/3dmax/flash等软件．"
311,电子自动化,技术支援工程师人数：1名 性别：男女不限年龄：****～****周岁工作范围：处理客户投诉，现场安装，客户培训对售出设备进行跟踪，维护维修返修设备资历要求：大学毕业，主修电子，计算机、通讯或相关专业具备相关设备维修经验者优先具备良好的口头表达能力，有耐心，具亲和力英文良好，能看懂专业英文资料熟悉计算机操作熟悉安防行业电子产品，有1年以上工作经验优先。
312,英语,香港骏诚商务是一家香港、中国内地及海外政府承认具有专业资格的商务事务机构。拥有数十年丰富经验，在全球主要金融和商业中心设有分支机构或代理机构，其中包括香港、上海等国家和地区。总部位于香港，主要业务涉及商务咨询和专业顾问服务，至今已超过****年的历史任职资格：1.英语水平至少6级，能和外国客户进行流利的对话及翻译相关资料等，（具有客户服务、电子商务优先）2.语言表达具有亲和力，普通话标准，善于电话沟通，反应机敏灵活，思路清晰。3.形象好 气质佳。4.具有团队精神，能够承受较强的工作压力，适应能力强，有较强的沟通，协调能力，有良好的团队合作精神5.熟练使用办公软件 网络操作6.打字速度：****字/分钟以上7.中专及以上学历
313,【设计学】,1.熟练运用各种设计软件（FreeHand、ILLustrator、CorelDraw、Photoshop、3DMAX），具备良好的分析、归纳、创意和文案编写、品牌推广实践能力。2.大专科以上学历，广告、产品开发设计等相关专业。三年以上产品开发或广告创意相关经验3.受过产品开发、市场营销、产品知识、消费者心理学等方面的培训。4.对产品开发设计流程、产品工艺流程、广告平面设计流熟悉。有美术功底。5.有进取心、工作努力、责任感强，高度的工作热情，勇于接受挑战，喜欢从事富有挑战性的工作。6.良好的沟通、协调能力和团队合作精神。
314,装潢设计,装饰设计专业，品行端正，能吃苦耐劳。
315,平面设计,此招聘信息由系统根据单位搜索条件自动生成！
316,土木工程,土木工程、机械工程等专业，本科，熟练运用word，excel，会CAD，能识图，性格开朗，善于沟通，热爱本职工作.工作认真负责，思路敏捷，好学上进。熟手优先。
317,【计算机科学与技术】,"职位名称：软件工程师职位概要：    设计、开发、维护、管理符合功能、性能要求的软件产品。岗位职责：    1、参与项目需求分析和系统框架、核心模块的详细设计；    2、根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务；    3、进行程序单元、功能的测试，查出软件存在的缺陷并保证其质量；    4、编制项目文档和质量记录；    5、维护软件使之保持可用性和稳定性；    6、根据需要不断修改完善软件；    7、根据需要协助系统测试和建立测试环境；    8、协助编制用户使用手册及相关应用软件的安装调试工作；    9、上级主管分派的其他工作任务。任职要求：    1、计算机软件相关专业本科以上学历，2年以上GPS软件开发经验；    2、要求具有GPS软件系统的开发经验。    3、熟练掌握MapInfo，MapX，MapXtreme（****，****）开发技术；    4、熟悉.Net平台，会用C#，Asp.net，VS****经行简单程序的开发；    5、熟悉SQLServer****数据库,有数据库设计经验；    6、思路清晰，工作规范，较强的团队协作精神和责任心；    7、良好的沟通和理解能力，从事过GPS产品人员优先录用。"
318,电子材料与元器件,"1.大专以上文凭，有两年以上销售经验，或有1年LED电子屏销售经验。2.能吃苦耐劳,有良好的职业道德3.勇于挑战高薪合则约见，可乘坐****、****、****至终点站坂田总站下车无销售工作经验者请勿投简历"
319,机械设计及理论,机械设计及相关专业大专以上学历，有三年机械行业设计开发工作经验，熟悉产品设计开发工艺流程和机械构造、原理，有独立完成新产品研发能力，能熟练操作ＰＲＯＥ、ＣＡＤ。
320,【机械工程】,高中或中专以上学历，具有机械加工专业知识和机械加工现场管理经验，对车、铣、磨床等加工设备有深入的了解，对加工人员作业组织、成本核算有丰富的经验，管理能力和质量意识强。
321,【工商管理】,熟悉办公室操作，工作认真！
322,经贸英语,要求体貌端正，身体健康，工作要有吃苦耐劳的精神，有合作团队精神。要求外语要好，如有贸易跟单工作经验的/鞋业跟单工作经验的，优先考虑，
323,物流管理,2、年龄在****-****岁；3、高中以上学历，熟悉电脑软件，有从事仓库文员工作经验2年以上，具有财务知识者优先。
324,【机械工程】,高中或中专以上学历，会看机械图纸，能独立操作车床，有二年以上车床加工经验。能吃苦耐劳，服从安排。
325,电子材料与元器件,此招聘信息由系统根据单位搜索条件自动生成！
326,市场营销,1、性别不限；2、年龄在****—****岁之间；3、本科以上学历，5年以上营销和营销管理经验；4、能制定和实施迎合营运目标的营销战略和策略；5、能制定和实施促进产品销售和市场份额增长的战略和策略；6、能领导团队实现销售目标；并能合理控制、使用和分配费用；7、形象好。有较强的人际沟通能力，组织协调能力，有高度的责任心和团队精神。能熟练使用电脑；8、有酒店行业或酒店用品销售行业经验；9、有高度责任心、品德优良和管理才能。
327,计算机网络与多媒体,"熟悉电脑各种办公软件，沟通能力强,熟悉CorelDRAW9者优先,有意者将待遇要求及月工作时间发邮件或短信,合则约见."
328,会计学,有电子生产企业工作经验，懂生产成本管理，懂速达****，最好有速达****的实施经验，负责全盘账。
329,【电子科学与技术】,"英语流利,口语非常好,具有与外商独立洽谈业务的能力,从事外贸业务或工厂生产2年以上经验.熟练掌握电子商务,从事过电子产品销售者优先."
330,英语,要求本科以上学历，英语6级以上，英语专业，独立开发海外客户的能力要求非常强，有及强的心理承受和吃苦能力，有独立带团队的丰富经验，能够建立明确的销售目标和计划。
331,机械制造及其自动化,本科以上毕业，机械设计专业，有3年以上工作经验，一直从事机械设计工作搞非标设计的优先。
332,汉语言文学,此招聘信息******的招聘需求，要求具有三年以上人力资源管理工作经验，写做功底强，沟通能力强，良好的职业操守。外型好。待遇从优。
333,市场营销,职位名称：销售经理职位概要：    制定并推进实施全面的销售战略、销售方案，有效地管理客户。工作职责：     1、策略****公司业务发展战略，制定销售部门的销售推广政策与销售执行政策；    2、日常管理：负责销售队伍的组建、培训，完成销售队伍的日常指导、监督、管理、考评；    3、销售管理：制定本部门的销售计划，进行销售目标分解，落实日常销售，完成销售任务；    4、客户管理：负责新客户的开发、老客户的维护，参与相关促销方案的策划、督导、执行。任职资格：     1、管理、市场营销等专业本科以上学历，三年以上销售、市场营销管理工作经验；    2、工作细致、严谨，并具有战略前瞻性思维；    3、有丰富的市场营销策划经验，能够识别、确定潜在的商业合作伙伴，熟悉行业市场发展现状；    4、具有较强的管理能力、判断和决策能力、人际沟通协调能力、计划与执行能力；；    5、具有优秀的营销技巧，较强的市场策划能力和运作能力；    6、良好的口头及书面表达能力，能承受较大工作压力。    7、具有高度的工作热情和责任感。
334,电子材料与元器件,1.熟悉电子元器件规格、名称及ERP系统（速达****）和office软件操作；2.懂ISO****:****，有内审证优先。
335,【计算机科学与技术】,年龄：****-****周岁学历：大专以上学历要求：1、身体健康；      2、能够熟练操作电脑、能熟练维护电脑软、硬件，懂操作系统和网络维护，有编程经验者、了解税务知识、计算机和财会专业优先；      3、责任心强、沟通能力强，能与人团结、吃苦耐劳；      4、品貌端正，无不良嗜好，不吸烟；      5、表达能力强，普通话要标准。注意：1、请先登录了解我司业务情况，仔细对照自身情况做认真考虑，避免做无用功。若有机会面试，将会考察相关业务内容。      2、请在投递简历时提出自己的薪酬要求。      3、我司招聘员工为正常编制增加，请做短期考虑的人员勿扰。
336,电子材料与元器件,"****岁~****岁,有电子元器件采购经验者优先,能吃苦耐劳."
337,包装设计,"1.要求女性。2.熟练使用CorelDraw,Photoshop和其它设计软件。3.懂设计包装，彩页，彩盒，说明书等包装材料。4.至少一年工作经验。5.工作地点在宝安。6.请附近照。"
338,国际贸易学,"1.****岁以上;     2.大专以上学历;     3.国际贸易或外贸英语专业;     4.英语六级以上,口语流利,善于与外商沟通,熟悉外贸流程;     5.有电子行业国际贸易经验一年以上;     6.深户优先;"
339,生物医学工程,1、招聘2名，男女不限，年龄在****—****岁，身体健康；2、大专以上学历，医疗或化工专业，二年以上工作经验，普通话标准，熟练操作电脑办公软件，有实验室工作经验或熟悉了解实验室工作操作流程。3、性格开朗、工作认真、责任心及沟通能力强，有团队精神及电话营销经验者优先。
340,英语,本中心立足深圳六年，所在片区小学初中林立，六年来生源稳定！现因发展需要，招聘英语及语文教师各2名。   要求：女，师范类专业毕业，有教学经验，口语好，喜欢教师行业，喜欢和小孩子打交道，并且愿意在深圳长期工作者！   待遇：试用期一个月，试用期过后底薪加提成，****元左右/月，包食宿。   工作地点：**   乘车路线：****、****、****、****、****、****、1路直接到田贝四路下即可，下车后电话联系。
341,汉语言文学,总经理****公司文案策划，品牌推广，有较深的文学功底。有五年以上从事大型企业品牌策划推广之经验，为人平和有内涵。
342,电子信息科学与技术,大专以上学历，电子类或市场营销专业优先，一年以上工作经验，能熟练操作计算机，具备良好的语言表达能力，具备开拓市场能力。
343,【土木工程】,要求工程类专业毕业，有五年以监理工作经验，至少有三年以总监理工程师经验，有房建或市政方面的监理经验，品德好，技术能力强，处理问题和协调能力强，有全国注册监理证者。工作地点：深圳、赣州
344,市场营销,1.年龄****-****岁，大专或以上学历，国际贸易或市场营销专业，1年以上同等职位工作经验；   2.婚否不限，身体无残疾，五官端正；   3.能熟练操作Word/Excel，善于交际；   4.作风严谨，做事稳重，具有强烈的创新意识和开拓精神。
345,企业管理,2名;女性；****-****岁，大专或以上学历；2年以上同等职位工作经验；对ISO****标准体系较熟悉；能独立组织及跟进内部审核及管理评审工作，有较强的沟通协调能力及文字表达能力。性格稳重、工作责任心较强；接受能力强。1.婚否不限；2.身体无殘疾，五官端正；3.能熟练操作办公软件；4..对ISO****﹑QC******﹑ROHS及ISO****体系标准较熟悉；能独立编写体系文件及组织主导内审及管理评审工作；5.有较强的工作责任心及沟通协调能力.
346,平面设计,任职要求:1、大专以上学历，美术、广告学等相关专业;2、1年以上相关工作经历，熟悉平面设计流程，精通平面设计相关专业知识;3、熟练使用Photoshop、Coreldraw等平面设计软件，有摄影能力者优先;4、具有较高的艺术设计能力和美术功底，出色的创意设计理念和文案撰写能力;5、对工作认真负责，团队合作意识强，有良好的沟通能力，时间观念强;岗位职责****公司网站后台管理、维护、****公司产品网上宣传****公司产品的****公司彩页、包装、宣传资料的制作****公司整体形象及各部门的平面设计与制作。
347,机电一体化,熟悉2D，3D的绘图软件，
348,【建筑学】,"工作认真,吃苦耐劳,热爱本职工作"
349,财政学（含税收学）,"会计专业,能熟练应用金碟软件,善于沟通。实习期为两个月，实习期没工资，实习期后转入三个月试用期，试用期每个月底薪****元，****元餐补，****元车补，****元电话费。试用期后底薪****元+补助+提成及社保。敬请有心想学习会计实务，从事会计行业者方可投简历，谢谢合作。"
350,会计学,"急招全盘会计一名。大专或以上学历，具有深圳市会计证。两年工厂会计经验以上,能独立处理一般纳税人全盘账务，熟悉免抵退帐务及软件。熟悉出口核销，收汇流程.年龄****-****岁，女性优先。上班时间每天8小时，双休，其他节假日按国家规定，可提供住宿，独立房间带热水器空调床。工资面试详谈。注:上班地点在大鹏新区葵涌街道（从罗湖坐巴士****分钟路程）"
351,人力资源管理,1、曾就职于****人左右的生产制造型工厂，至少三年以上人事、厂务管理经验；2、熟悉当地的劳动保障、社保、劳动关系等相关法律法规政策；3、能够制定及执行相关的管理规章制度；4、对员工社保、劳动关系处理、员工关系处理有优秀的协调、操作能力；5、有优秀的组织、协调、沟通能力，协助厂长开展工厂企业文化宣传、人员调配、补充等其他工作；6、有陶瓷行业经验者优先考虑！
352,【土木工程】,1、房建、市政工程项目的资料管理经验3年以上，有资料员证者优先。2、工作灵活机动、应变能力强，细心、责任心强。3、要求能长驻工地，工作地点：深圳、福建。
353,会计学,为人正直.工作踏实.有敬业精神.有团队精神.具有良好的心里素质和身体素质.学注册会计师方向专业的优先.
354,【计算机科学与技术】,1.能独立完成网络维护、管理，对工作有责任心，有耐心，包吃住，计算机专业毕业优先考虑 2.对繁体系统操作熟练、精通，会设置Outlook，有一定的英语听、读水平3.对财务软件有一定的维护基本
355,市场营销,熟悉日化行业，对KA卖场营运熟悉，有2年以上工作经验。
356,物流管理,1、性别不限；2、高中以上学历，年龄****-****岁；3、5年以上采购工作经验，熟悉采购流程及电脑操作；4、具备较强的沟通协调能力，为人诚信、有责任心，能承受较大工作压力，能吃苦耐劳，服从工作安排；5、懂粤语，综合能力强，具有良好职业道德。
357,计算机应用技术,1、计算机专业大学本科以上，有志于从事市场开发工作。2、熟悉局域网技术，有独立搭建局域网能力。3、擅长ASP或者PHP技术，熟悉SQL，能独立制作产品展示网站。4、懂网站推广，有1年以上网站推广经验，需提供证明。5、熟悉网站优化，对网站SEO有一定认识了解。6、具备网络信息安全知识。7、熟悉电脑硬件知识，能解决日常电脑问题。8、英文阅读能力达大学英语6级。（此项不符合者，请勿投简历）
358,英语,"1 .女性   . 英语4级以上，听，说，写流利，能熟练的进行电话交流和信件往来。 2 .熟练使用各种办公软****公司提供良好销售平台，欢迎能接受挑战压力的销售精英加盟。4.英语专业(小语种）, 国际贸易,等专业毕业者优先考虑.5.有团队精神和市场开拓能力,有较强的变通能力。有意向者将简历发送至邮件"
359,机电一体化,"1.年龄****-****岁,高中/中专或以上学历,机电一体化或机械专业，  2.2年以上同等职位工作经验；  3.婚否不限，身体无残疾，五官端正；  4.能操作办公软件，看懂工程图或线路图；  5.多年电子厂PE技术员工作经验，能调试工装夹具，正确指导员工作业；  6.有较强的工作责任心及沟通协调能力。"
360,【电子科学与技术】,1、曾从事电器装配工作者从优录用；2、吃苦耐劳，有团队合作精神；3、工作效率高；4、工资构成：基本工资+计件****公司为员工购买社保和住房公积金。
361,汽车工程,"汽车运用工程类专业毕业,对中外汽车的结构,电路及常用维护精通,实际解决问题能力强,和客户的沟通良好,应届毕业生和社会工作者均可,欢迎咨询和面试."
362,市场营销,岗位要求：1.市场营销或相关专业中专以上学历；2.从事3年以上销售实践工作经验，1年家具销售经验；3.熟悉办家家具销售，有较强的市场通路开拓能力；4.具有较强的市场统筹、渠道管理和组织策划能力，计划性强，有韧性，能够吃苦耐劳；5.能独立策划区域市场推广计划及管理约五人的小団队，具有良好的团队精神与合作意识、服务意识。6.具备良好的协调和沟通能力；成熟、稳重、务实，能承受压力；7.语言表达能力强，形象佳，具备销售管理等专业知识者优先。
363,【数学】,一年以上工作经验，能吃苦！
364,【设计学】,"设计及相关专业大专以上学历,有三年网页设计、制作工作经验，能独立完成网站建设，具有先进独特的整体构思和设计理念，能熟练操作设计软件，具有良好的责任心和敬业精神。"
365,机械设计及理论,机械设计及相关专业大专以上学历，有三年机械行业设计开发工作经验，懂机械原理、结构，熟悉液压及气动原理，有独立设计、维修油压系统工作经验，熟练操作ＰＲＯＥ、ＣＡＤ。
366,汉语言文学,总经理****公司文案策划，品牌推广，有较深的文学功底。有五年以上从事大型企业品牌策划推广之经验，为人平和有内涵。
367,工程管理,对混凝土相关信息熟悉者优先。
368,计算机应用技术,****岁以下，大专以上学历，有网页设计、平面设计、桌面电脑故障处理等相关工作经验，会Photoshop、CorelDRAW软件。
369,英语,女，英语翻译2名，口语流利，专业4级以上，有同行经验优先考虑。有意向者请来电约见。
370,【电子科学与技术】,具有丰富的无线电、微波通信专业知识，具备独立开展电磁辐射监测的能力，熟练掌握各类电磁波监测仪器的原理和使用，熟悉Windows操作系统及Office系列办公软件，具有敬业精神和环境文化素养；符合深圳市职员聘用的基本条件，具有相关工作经验优先，试用期3个月（****元/月），合格后参加市人事局职员入编考试。
371,【计算机科学与技术】,年龄：****-****周岁学历：大专以上学历要求：1、身体健康；      2、能够熟练操作电脑、能熟练维护电脑软、硬件，懂操作系统和网络维护，有编程经验者、了解税务知识、计算机和财会专业优先；      3、责任心强、沟通能力强，能与人团结、吃苦耐劳；      4、品貌端正，无不良嗜好，不吸烟；      5、表达能力强，普通话要标准。注意：1、请先登录了解我司业务情况，仔细对照自身情况做认真考虑，避免做无用功。若有机会面试，将会考察相关业务内容。      2、请在投递简历时提出自己的薪酬要求。      3、我司招聘员工为正常编制增加，请做短期考虑的人员勿扰。
372,平面设计,熟练使用各种设计绘图软件，了解丝印、印刷流程，熟悉手袋制作工艺，有设计开发手袋、礼品工作经验者优先。
373,平面设计,学历要求 大专专业要求平面设计、工艺美术、广告设计年龄要求****-****性别要求不限工作经验及工作年限要求 2****公司工作经验至少一年以上。其它要求性格外向、善于沟通、观察能力较强、学习能力突出、能适应出差。
374,【计算机科学与技术】,年龄：****-****周岁学历：大专以上学历要求：1、身体健康；      2、能够熟练操作电脑、能熟练维护电脑软、硬件，懂操作系统和网络维护，有编程经验者、了解税务知识、计算机和财会专业优先；      3、责任心强、沟通能力强，能与人团结、吃苦耐劳；      4、品貌端正，无不良嗜好，不吸烟；      5、表达能力强，普通话要标准。注意：1、请先登录了解我司业务情况，仔细对照自身情况做认真考虑，避免做无用功。若有机会面试，将会考察相关业务内容。      2、请在投递简历时提出自己的薪酬要求。      3、我司招聘员工为正常编制增加，请做短期考虑的人员勿扰。
375,金融学（含保险学）,"大专以上学历,保险\汽车\机械\法律等相关专业,身体健康,****CM以上,持C牌以上驾驶执照,并有一年以上驾驶经验,熟悉深圳市的道路交通状况,具有一定的车险理赔工作经验，持有公估证或汽车维修初级证者优先。"
376,会计学,有电子生产企业会计经验，懂成本管理，负责全盘账，熟悉速达****应用。
377,【土木工程】,有三年钢结构设计经验，熟练各种钢结构设计
378,模具现代制造技术,诚聘模具师傅要求能独立制作塑胶模车床功底深厚。
379,电路与系统,"有电器维修经验2年以上,对电子元件\线路板熟悉,有显示器\电视机维修经验为佳.勤学苦干,有团队精神!"
380,机械设计及理论,机械设计及相关专业大专以上学历，有三年机械行业设计开发工作经验，懂机械原理、结构，熟悉液压及气动原理，有独立设计、维修油压系统工作经验者优先，熟练操作ＰＲＯＥ、ＣＡＤ。
381,【电子科学与技术】,大学英语六级或以上、应届毕业生也可、有组织性、责任感强；不合要求者请勿乱投。主要负责外贸业务跟单工作。
382,【电子科学与技术】,"性别地域不限,有一年以上MP3组装线,后焊线现场管理经验,熟悉5S,有一定的领导能力,组织能力,为人诚实,能独立完成生产现场管理的各项工作."
383,【电子科学与技术】,1.一年以上电子行业工作经验，有电子维修、售后服务工作经验，电子专业优先2.能服从管理，适用加班另：面试时请带一份个人简历乘车路线：可乘坐****、****、****至终点站坂田总站下车合则约见，非诚勿扰！
384,【土木工程】,1、三年以上现场预结算经验，能独立完成房建、市政、安装工程预结算及工程变更签证工作，有预算员证、造价员证优先。
385,【经济学】,"工作地点为龙华，是本所的分部要求为女性；会计专业中专学历,本科请不要投递;工作细心,主要工作是记账和办理工商、税务部门事务；"
386,经贸英语,要求五官端正，身体健康，工作认真踏实！要求外语口语好。有外贸工作经验（鞋类，纺织类）优先考虑。
387,汉语言文学,1、大专以上学历；2、英语水平4级以上，口语流利****公司文案策划，品牌推广，有较深的文学功底。
388,设计艺术学,1.熟练运用各种设计软件（FreeHand、ILLustrator、CorelDraw、Photoshop、3DMAX），2.大专以上学历，广告、产品开发设计等相关专业。三年以上产品开发或广告创意相关经验3.受过产品开发、市场营销、产品知识、消费者心理学等方面的培训。4.对产品开发设计流程、产品工艺流程、广告平面设计流熟悉。有美术功底。5.有进取心、工作努力、责任感强，高度的工作热情，勇于接受挑战，喜欢从事富有挑战性的工作。6.良好的沟通、协调能力和团队合作精神。7.有文案编写、品牌推广实践经验者优先。
389,平面设计,职位：图片处理任职资格 1、 美术、平面设计、广告等相关专业，大专及以上学历，一年以上工作经验；2、 有扎实的美术功底、良好的创意思维和理解能力3、 熟练掌握Photoshop、Dreamweaver、Flash、Coreldraw等相关平面设计软件操作；4、 了解HTML、CSS等相关语言；5、 有一定英文基础；5、 善于与人沟通，良好的团队合作精神和高度的责任感，工作积极主动那个，能够承受压力，有创新精神，保证工作质量；6、 应聘时请务必提供个人作品；工作内容1、主要负责产品图片的美化、扣图、水印等加工处理****公司广告图片、包装等设计；
390,【机械工程】,1、有三年以上五金厂品质管理工作经验。2、懂ISO****质量管理体系运作。能熟练编写程序文件、质量手册等品质管理文件。3、能熟练操作三次元、投影仪等测量工具。
391,英语,"国际贸易或相关专业，大专以上学历，英语四级，熟计算机，有一年国际货运代理的实践工作经验,有很好的管理协作精神,有稳定的客户基础, 良好的市场开发能力和洞察能力,有责任心, 敬业，独自开发海外代理市场，熟悉FOB报价,并协同国外代理开展当地业务。学习总结能力强，有良好的时间管理****公司的"
392,经贸英语,要求体貌端正，身体健康，工作要有吃苦耐劳的精神，有合作团队精神。要求外语要好，如有贸易跟单工作经验的/鞋业跟单工作经验的，优先考虑，
393,人力资源管理,1、熟悉当地的劳动保障、社保、劳动关系等相关法律法规政策；2、对工厂员工社保、劳动关系处理、员工关系处理有优秀的协调、操作能力；3、有优秀的组织、协调、沟通能力，协助厂长开展工厂企业文化宣传、人员调配、补充等其他工作；4、有陶瓷行业经验者优先考虑！
394,会计电算化,成本核试算，成本、管理控制。
395,会计学,1、会计相关专业，持有会计从业资格证书，有1年以上出纳工作经验；2、品行端正，做人做事诚恳、踏实，工作认真细致，责任心强；3、熟练运用办公软件及财务软件；4、女性。
396,电子信息科学与技术,1.性别不限，年龄****-****岁，大专或以上学历，机电一体化专业，3年以上同等职位工作经验；   2.婚否不限，五官端正，身体无残疾；   3.能很熟练运用办公软件，熟练运用品质管控手法。
397,网页设计,1.艺术设计或计算机相关专业，大专以上学历，英语4级以上。2.熟练掌握网页制作软件，如Flash、Dreamweaver、Photoshop、Coreldraw等网页和平面设计工具。3.熟悉W3C标准，精通CSS、HTML语言及其规范，熟悉JavaScript或VBScript；熟悉运用div+CSS布局优先考虑。4.具备扎实的美术功底与色彩感，对平面或动画设计具有丰富和优秀的创意能力。5.两年以上网页设计经验；能够独立设计并制作完成网站项目优先考虑。面试时需提供作品。6、能够熟练运用数码相机拍摄实物图片，并运用专业软件进行图片效果处理。7、电脑局域网、硬件维护有非常强的操作经验。8、具有良好的沟通能力和团队合作精神，工作积极主动，认真负责。
398,【电气工程】,具体要求: 承聘水电工程师二名，要求：大专以上学历，机电一体化/给排水专业毕业，熟悉CAD制图，一般厂房机电/给排水安装及设计，二年以上工作经验，能做机电安装工程验收资料者优先录用。新应聘着****公司任用。薪金、综合待遇优。
399,英语,"1. 需有外貿業務經驗.2. 可用英語流利對談及郵件回覆.3. 具團隊精神, 反應能力佳, 熱心和能接受一定的壓力4. 具有一到二年以上的跟單及市場推廣經驗為佳.5. 上班天數5天半, 早9晚6.6. 上班地點深圳寶安龍華鎮"
400,宪法学与行政法学,"两年以上工厂人事工作经验,熟悉人员招聘,绩效考核等人力资源工作模块,深厚的文字功底,良好的沟通能力和敬业精神,能在压力下展开工作应聘提交资料者请注明薪资待遇."
401,会计学,1名，女性，****-****岁，大专或以上学历，财务会计专业3年以上同等职位工作经验已婚，有子女者优先，能熟练操作办公软件及会函数应用，作风严谨，做事稳重，具有强烈的自觉性，有较强的沟通能力。
402,精细化工,身高不低于****，相貌端正，普通话标准，综合素质较高。有深户担保优先考虑。本职位要求：懂商务工作，懂国内贸易流程，熟练操作制定，合同报价，询价，编制，管理，分类，对每单合同的跟进，要非常熟悉，略懂财务知识者优先考虑。待遇：试用期3个月，工资****元，转正工资：****外补贴****元午餐费。对办公室自动化的软硬件操作熟练，符合以上要****公司面试。
403,工业工程,"1, 英语四级以上2, 熟练使用计算机常用软件,OFFICE, PHOTOSHOP,COREDRAW 等图片处理软件3, 对平面设计有一定了解, 并能独立完成产品图片广告的制作."
404,国际经济与贸易,外贸业务员：女性，大专或者以上学历，英语听、说、读、写流利，思维敏捷，打字速度快。熟悉整个外贸操作流程，能独立工作，至少一年或以上相关工作经验。优秀应届毕业生均可考虑。英语六级性格：个性沉稳，做事认真细心，有很强的责任心。待遇：底薪加提成（包食宿）
405,电子信息科学与技术,此招聘信息由系统根据单位搜索条件自动生成！
406,软件工程,1、要求沟通能力强，年龄****-****岁2、有1年左右的电话销售经验3、能适应深圳范围内出差4、使用过或销售过CAD或相关产品者优先考虑5、大专或以上学历，有英文读写能力6、SolidWorks为法****集团下属产品，原厂提供系统完善培训，并有优厚奖励机制.有意者请发送简历，合者约见
407,【设计学】,"设计及相关专业大专以上学历,有三年网页设计、制作工作经验，能独立完成网站建设，具有先进独特的整体构思和设计理念，能熟练操作设计软件，熟悉HTML、JAVASCRIPT；精通CSS+DIV设计制作及熟悉SEO优化原理，具有良好的责任心和敬业精神，有大型电子商务网站开发经验者优先。"
408,电子信息科学与技术,"有二年以上仓库管理经验,熟悉电脑、对产品进仓、收发货及库存管理等方面操作熟悉；工作细心、责任心强，能吃苦耐劳；有相关电子行业仓管经验者优先。"
409,【计算机科学与技术】,年龄：****-****周岁学历：大专以上学历要求：1、身体健康；      2、能够熟练操作电脑、能熟练维护电脑软、硬件，懂操作系统和网络维护，有编程经验者、了解税务知识、计算机和财会专业优先；      3、责任心强、沟通能力强，能与人团结、吃苦耐劳；      4、品貌端正，无不良嗜好，不吸烟；      5、表达能力强，普通话要标准。注意：1、请先登录了解我司业务情况，仔细对照自身情况做认真考虑，避免做无用功。若有机会面试，将会考察相关业务内容。      2、请在投递简历时提出自己的薪酬要求。      3、我司招聘员工为正常编制增加，请做短期考虑的人员勿扰。
410,电路与系统,"懂电视、DVD原理,了解MST、SUNPLUS等方案,能独立调试并熟练用POWER PCB LAYOUT设计电路"
411,会计电算化,"有一年经上出纳工作经验，银行业****公司熟悉）字迹工整，工作细心，安全意识强，负责银行业务办理，应付账核对，日常报销工作处理等（持深圳会计证）注:此职位在关外上班(公明工厂),无意到关外工作者勿投!"
412,【工商管理】,"熟悉房地产证办证流程,有相关从业经验优先."
413,【外语类】,1、一年以上文职工作经历。2、具备较好的服务礼仪，形象好。3、熟悉办公流程，电脑操作熟练。4、会一门外语者优先考虑。
414,电子材料与元器件,"要求:****-****岁,中专以上学历，形象气质佳、优雅大方、声音甜美，有娴熟的沟通能力，能说流利的普通话及白话,有团队精神，能吃苦耐劳,能接受出差到广东范围内,有组织能力以及良好的职业道德修养,有1年以上的相关工作经验，熟悉充电器、开关电源销售者优先。"
415,装潢设计,要求渲染能力要好，为人勤奋，可考虑应界毕业生。
